Pair_Name,Ligand_ApprovedSymbol,Ligand_Name,Receptor_ApprovedSymbol,Receptor_Name,DLRP,HPMR,IUPHAR,HPRD,STRING_binding,STRING_experiment,HPMR_Ligand,HPMR_Receptor,PMID_Manual,Pair_Source,Pair_Evidence
SERPINC1_SDC2,Serpinc1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",Sdc2,"syndecan 2",,,,HPRD,,,SERPINC1,SDC2,"",novel,literature supported
SERPINE1_LRP1,Serpine1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,HPRD,,,SERPINE1,LRP1,"",known,literature supported
SERPINE1_LRP2,Serpine1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,,,SERPINE1,LRP2,"",novel,literature supported
SERPINE2_LRP1,Serpine2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,,,,SERPINE2,LRP1,"",known,literature supported
SERPING1_LRP1,Serping1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,,,,SERPING1,LRP1,"",known,literature supported
SERPING1_SELE,Serping1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",Sele,"selectin E",,,,HPRD,,,SERPING1,SELE,"",novel,literature supported
SERPING1_SELP,Serping1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",Selp,"selectin P (granule membrane protein 140kDa, antigen CD62)",,,,HPRD,,,SERPING1,SELP,"",novel,literature supported
SFRP1_FZD2,Sfrp1,"secreted frizzled-related protein 1",Fzd2,"frizzled class receptor 2",,,,,STRING.binding,,,FZD2,"6172602",novel,literature supported
SFRP1_FZD6,Sfrp1,"secreted frizzled-related protein 1",Fzd6,"frizzled class receptor 6",,,,HPRD,,,,FZD6,"",novel,literature supported
SFTPA1_TLR2,Sftpa1,"surfactant protein A1",Tlr2,"toll-like receptor 2",,,,HPRD,,,SFTPA1,TLR2,"",novel,literature supported
SHANK1_ABCA1,Shank1,"SH3 and multiple ankyrin repeat domains 1",Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",,,,HPRD,,,SHANK1,,"",novel,literature supported
SHANK1_SSTR2,Shank1,"SH3 and multiple ankyrin repeat domains 1",Sstr2,"somatostatin receptor 2",,,,HPRD,STRING.binding,STRING.experiment,SHANK1,SSTR2,"",novel,literature supported
SHBG_CD177,Shbg,"sex hormone-binding globulin",Cd177,"CD177 molecule",,,,HPRD,,,,,"",novel,literature supported
SHBG_CLDN4,Shbg,"sex hormone-binding globulin",Cldn4,"claudin 4",,,,HPRD,,,,,"",novel,literature supported
SHBG_SLC37A1,Shbg,"sex hormone-binding globulin",Slc37a1,"solute carrier family 37 (glucose-6-phosphate transporter), member 1",,,,HPRD,,,,,"",novel,literature supported
SHH_BOC,Shh,"sonic hedgehog",Boc,"BOC cell adhesion associated, oncogene regulated",,HPMR,,,STRING.binding,,SHH,BOC,"",known,literature supported
SHH_CDON,Shh,"sonic hedgehog",Cdon,"cell adhesion associated, oncogene regulated",,HPMR,,,STRING.binding,,SHH,CDON,"",known,literature supported
SHH_GPC5,Shh,"sonic hedgehog",Gpc5,"glypican 5",,,,,STRING.binding,,SHH,,"21339334",novel,literature supported
SHH_HHIP,Shh,"sonic hedgehog",Hhip,"hedgehog interacting protein",,HPMR,,HPRD,STRING.binding,STRING.experiment,SHH,HHIP,"",known,literature supported
SHH_LRP2,Shh,"sonic hedgehog",Lrp2,"low density lipoprotein receptor-related protein 2",,,,,STRING.binding,,SHH,LRP2,"22340494",novel,literature supported
SHH_PTCH1,Shh,"sonic hedgehog",Ptch1,"patched 1",,HPMR,,HPRD,STRING.binding,,SHH,PTCH,"",known,literature supported
SHH_PTCH2,Shh,"sonic hedgehog",Ptch2,"patched 2",,,,HPRD,STRING.binding,,SHH,PTCH2,"",novel,literature supported
SHH_SMO,Shh,"sonic hedgehog",Smo,"smoothened, frizzled class receptor",,HPMR,,,STRING.binding,,SHH,SMO,"",known,literature supported
SLIT1_GPC1,Slit1,"slit homolog 1 (Drosophila)",Gpc1,"glypican 1",,HPMR,,HPRD,,,SLIT1,GPC1,"",known,literature supported
SLIT1_ROBO1,Slit1,"slit homolog 1 (Drosophila)",Robo1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)",,HPMR,,HPRD,,,SLIT1,ROBO1,"",known,literature supported
SLIT1_SDC1,Slit1,"slit homolog 1 (Drosophila)",Sdc1,"syndecan 1",,HPMR,,,,,SLIT1,SDC1,"",known,literature supported
SLIT2_GPC1,Slit2,"slit homolog 2 (Drosophila)",Gpc1,"glypican 1",,HPMR,,HPRD,STRING.binding,STRING.experiment,SLIT2,GPC1,"",known,literature supported
SLIT2_ROBO1,Slit2,"slit homolog 2 (Drosophila)",Robo1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)",,HPMR,,HPRD,,,SLIT2,ROBO1,"",known,literature supported
SLIT2_ROBO2,Slit2,"slit homolog 2 (Drosophila)",Robo2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)",,HPMR,,HPRD,,,SLIT2,ROBO2,"",known,literature supported
SLIT2_ROBO4,Slit2,"slit homolog 2 (Drosophila)",Robo4,"roundabout, axon guidance receptor, homolog 4 (Drosophila)",,HPMR,,,,,SLIT2,ROBO4,"",known,literature supported
SLIT2_SDC1,Slit2,"slit homolog 2 (Drosophila)",Sdc1,"syndecan 1",,HPMR,,,,,SLIT2,SDC1,"",known,literature supported
SLIT3_ROBO2,Slit3,"slit homolog 3 (Drosophila)",Robo2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)",,,,HPRD,,,SLIT3,ROBO2,"",novel,literature supported
SORBS1_INSR,Sorbs1,"sorbin and SH3 domain containing 1",Insr,"insulin receptor",,,,HPRD,,,SORBS1,INSR,"",novel,literature supported
SOST_LRP5,Sost,"sclerostin",Lrp5,"low density lipoprotein receptor-related protein 5",,HPMR,,,STRING.binding,,SOST,LRP5,"",known,literature supported
SOST_LRP6,Sost,"sclerostin",Lrp6,"low density lipoprotein receptor-related protein 6",,HPMR,,,,,SOST,LRP6,"",known,literature supported
SPINK1_EGFR,Spink1,"serine peptidase inhibitor, Kazal type 1",Egfr,"epidermal growth factor receptor",,,,,STRING.binding,,,EGFR,"21368222",novel,literature supported
SPINK1_NRSN1,Spink1,"serine peptidase inhibitor, Kazal type 1",Nrsn1,"neurensin 1",,,,HPRD,,,,,"",novel,literature supported
SPINT1_ST14,Spint1,"serine peptidase inhibitor, Kunitz type 1",St14,"suppression of tumorigenicity 14 (colon carcinoma)",,,,HPRD,STRING.binding,,,,"",novel,literature supported
SPP1_CD44,Spp1,"secreted phosphoprotein 1",Cd44,"CD44 molecule (Indian blood group)",,HPMR,,HPRD,STRING.binding,,SPP1,CD44,"",known,literature supported
SPP1_ITGA4,Spp1,"secreted phosphoprotein 1",Itga4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,,,"19417209",novel,literature supported
SPP1_ITGA5,Spp1,"secreted phosphoprotein 1",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,HPRD,,,SPP1,ITGA5,"",novel,literature supported
SPP1_ITGA9,Spp1,"secreted phosphoprotein 1",Itga9,"integrin, alpha 9",,,,HPRD,,,SPP1,ITGA9,"",novel,literature supported
SPP1_ITGAV,Spp1,"secreted phosphoprotein 1",Itgav,"integrin, alpha V",,HPMR,,HPRD,,,SPP1,ITGAV,"",known,literature supported
SPP1_ITGB1,Spp1,"secreted phosphoprotein 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,HPRD,,,SPP1,ITGB1,"",novel,literature supported
SPP1_S1PR1,Spp1,"secreted phosphoprotein 1",S1pr1,"sphingosine-1-phosphate receptor 1",,,,,,,,,"9488656",novel,literature supported
SST_SSTR1,Sst,"somatostatin",Sstr1,"somatostatin receptor 1",,HPMR,IUPHAR,HPRD,STRING.binding,,SST,SSTR1,"",known,literature supported
SST_SSTR2,Sst,"somatostatin",Sstr2,"somatostatin receptor 2",,HPMR,IUPHAR,HPRD,STRING.binding,,SST,SSTR2,"",known,literature supported
SST_SSTR3,Sst,"somatostatin",Sstr3,"somatostatin receptor 3",,HPMR,IUPHAR,HPRD,STRING.binding,,SST,SSTR3,"",known,literature supported
SST_SSTR4,Sst,"somatostatin",Sstr4,"somatostatin receptor 4",,HPMR,IUPHAR,HPRD,STRING.binding,,SST,SSTR4,"",known,literature supported
SST_SSTR5,Sst,"somatostatin",Sstr5,"somatostatin receptor 5",,HPMR,IUPHAR,HPRD,STRING.binding,,SST,SSTR5,"",known,literature supported
SYTL3_NRXN1,Sytl3,"synaptotagmin-like 3",Nrxn1,"neurexin 1",,,,HPRD,,,,NRXN1,"",novel,literature supported
TAC1_TACR1,Tac1,"tachykinin, precursor 1",Tacr1,"tachykinin receptor 1",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,TAC1,TACR1,"",known,literature supported
TAC1_TACR2,Tac1,"tachykinin, precursor 1",Tacr2,"tachykinin receptor 2",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,TAC1,TACR2,"",known,literature supported
TAC1_TACR3,Tac1,"tachykinin, precursor 1",Tacr3,"tachykinin receptor 3",,HPMR,IUPHAR,HPRD,,STRING.experiment,TAC1,TACR3,"",known,literature supported
TAC3_TACR1,Tac2,"tachykinin 3",Tacr1,"tachykinin receptor 1",,HPMR,IUPHAR,HPRD,,,TAC3,TACR1,"",known,literature supported
TAC3_TACR2,Tac2,"tachykinin 3",Tacr2,"tachykinin receptor 2",,HPMR,IUPHAR,HPRD,,STRING.experiment,TAC3,TACR2,"",known,literature supported
TAC3_TACR3,Tac2,"tachykinin 3",Tacr3,"tachykinin receptor 3",,HPMR,IUPHAR,HPRD,STRING.binding,,TAC3,TACR3,"",known,literature supported
TCTN1_TMEM67,Tctn1,"tectonic family member 1",Tmem67,"transmembrane protein 67",,,,,,,,,"21725307",novel,literature supported
TDGF1_ACVR1B,Tdgf1,"teratocarcinoma-derived growth factor 1",Acvr1b,"activin A receptor, type IB",,,,HPRD,STRING.binding,,TDGF1,ACVR1B,"",novel,literature supported
TDGF1_ACVR1C,Tdgf1,"teratocarcinoma-derived growth factor 1",Acvr1c,"activin A receptor, type IC",,,,HPRD,STRING.binding,,TDGF1,ACVR1C,"",novel,literature supported
TDGF1_ACVR2A,Tdgf1,"teratocarcinoma-derived growth factor 1",Acvr2a,"activin A receptor, type IIA",,HPMR,,,STRING.binding,,TDGF1,ACVR2A,"",known,literature supported
TFPI_LRP1,Tfpi,"tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,,,,TFPI,LRP1,"",known,literature supported
TFPI_VLDLR,Tfpi,"tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)",Vldlr,"very low density lipoprotein receptor",,HPMR,,,,,TFPI,VLDLR,"",known,literature supported
TF_TFR2,Trf,"transferrin",Tfr2,"transferrin receptor 2",,,,HPRD,STRING.binding,,TF,TFR2,"",novel,literature supported
TF_TFRC,Trf,"transferrin",Tfrc,"transferrin receptor",,HPMR,,HPRD,STRING.binding,STRING.experiment,TF,TFRC,"",known,literature supported
TGFA_EGFR,Tgfa,"transforming growth factor, alpha",Egfr,"epidermal growth factor receptor",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,TGFA,EGFR,"",known,literature supported
TGFA_ERBB2,Tgfa,"transforming growth factor, alpha",Erbb2,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",,,,HPRD,STRING.binding,,TGFA,ERBB2,"",novel,literature supported
TGFA_ERBB4,Tgfa,"transforming growth factor, alpha",Erbb4,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",,,,HPRD,,STRING.experiment,TGFA,ERBB4,"",novel,literature supported
TGFB1_ACVRL1,Tgfb1,"transforming growth factor, beta 1",Acvrl1,"activin A receptor type II-like 1",,HPMR,,HPRD,,,TGFB1,ACVRL1,"",known,literature supported
TGFB1_ENG,Tgfb1,"transforming growth factor, beta 1",Eng,"endoglin",,,,HPRD,STRING.binding,STRING.experiment,TGFB1,ENG,"",novel,literature supported
TGFB1_ITGAV,Tgfb1,"transforming growth factor, beta 1",Itgav,"integrin, alpha V",,,,HPRD,,,TGFB1,ITGAV,"",novel,literature supported
TGFB1_ITGB6,Tgfb1,"transforming growth factor, beta 1",Itgb6,"integrin, beta 6",,,,HPRD,,,TGFB1,ITGB6,"",novel,literature supported
TGFB1_ITGB8,Tgfb1,"transforming growth factor, beta 1",Itgb8,"integrin, beta 8",,,,HPRD,,,TGFB1,ITGB8,"",novel,literature supported
TGFB1_SDC2,Tgfb1,"transforming growth factor, beta 1",Sdc2,"syndecan 2",,,,HPRD,STRING.binding,,TGFB1,SDC2,"",novel,literature supported
TGFB1_TGFBR1,Tgfb1,"transforming growth factor, beta 1",Tgfbr1,"transforming growth factor, beta receptor 1",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,TGFB1,TGFBR1,"",known,literature supported
TGFB1_TGFBR2,Tgfb1,"transforming growth factor, beta 1",Tgfbr2,"transforming growth factor, beta receptor II (70/80kDa)",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,TGFB1,TGFBR2,"",known,literature supported
TGFB1_TGFBR3,Tgfb1,"transforming growth factor, beta 1",Tgfbr3,"transforming growth factor, beta receptor III",DLRP,,,HPRD,STRING.binding,STRING.experiment,TGFB1,TGFBR3,"",known,literature supported
TGFB2_ENG,Tgfb2,"transforming growth factor, beta 2",Eng,"endoglin",,,,HPRD,,,TGFB2,ENG,"",novel,literature supported
TGFB2_TGFBR1,Tgfb2,"transforming growth factor, beta 2",Tgfbr1,"transforming growth factor, beta receptor 1",DLRP,HPMR,,HPRD,,STRING.experiment,TGFB2,TGFBR1,"",known,literature supported
TGFB2_TGFBR2,Tgfb2,"transforming growth factor, beta 2",Tgfbr2,"transforming growth factor, beta receptor II (70/80kDa)",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,TGFB2,TGFBR2,"",known,literature supported
TGFB2_TGFBR3,Tgfb2,"transforming growth factor, beta 2",Tgfbr3,"transforming growth factor, beta receptor III",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,TGFB2,TGFBR3,"",known,literature supported
TGFB3_ACVRL1,Tgfb3,"transforming growth factor, beta 3",Acvrl1,"activin A receptor type II-like 1",,HPMR,,HPRD,,,TGFB3,ACVRL1,"",known,literature supported
TGFB3_ENG,Tgfb3,"transforming growth factor, beta 3",Eng,"endoglin",,,,HPRD,,,TGFB3,ENG,"",novel,literature supported
TGFB3_TGFBR1,Tgfb3,"transforming growth factor, beta 3",Tgfbr1,"transforming growth factor, beta receptor 1",DLRP,,,HPRD,STRING.binding,STRING.experiment,TGFB3,TGFBR1,"",known,literature supported
TGFB3_TGFBR2,Tgfb3,"transforming growth factor, beta 3",Tgfbr2,"transforming growth factor, beta receptor II (70/80kDa)",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,TGFB3,TGFBR2,"",known,literature supported
TGFB3_TGFBR3,Tgfb3,"transforming growth factor, beta 3",Tgfbr3,"transforming growth factor, beta receptor III",DLRP,,,HPRD,,STRING.experiment,TGFB3,TGFBR3,"",known,literature supported
TGM2_ITGB1,Tgm2,"transglutaminase 2",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,HPRD,STRING.binding,,TGM2,ITGB1,"",novel,literature supported
TGM2_ITGB3,Tgm2,"transglutaminase 2",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,HPRD,,,TGM2,ITGB3,"",novel,literature supported
TGM2_SDC4,Tgm2,"transglutaminase 2",Sdc4,"syndecan 4",,,,,STRING.binding,,TGM2,SDC4,"23499501",novel,literature supported
TG_ASGR1,Tg,"thyroglobulin",Asgr1,"asialoglycoprotein receptor 1",,,,HPRD,,,TG,ASGR1,"",novel,literature supported
TG_LRP2,Tg,"thyroglobulin",Lrp2,"low density lipoprotein receptor-related protein 2",,,,HPRD,,,TG,LRP2,"",novel,literature supported
THBS1_CD36,Thbs1,"thrombospondin 1",Cd36,"CD36 molecule (thrombospondin receptor)",,HPMR,,HPRD,STRING.binding,,THBS1,CD36,"",known,literature supported
THBS1_CD47,Thbs1,"thrombospondin 1",Cd47,"CD47 molecule",,HPMR,,HPRD,STRING.binding,,THBS1,CD47,"",known,literature supported
THBS1_ITGA2B,Thbs1,"thrombospondin 1",Itga2b,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,,STRING.binding,,THBS1,ITGA2B,"2478219",novel,literature supported
THBS1_ITGA3,Thbs1,"thrombospondin 1",Itga3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,,STRING.binding,,THBS1,ITGA3,"10196234",novel,literature supported
THBS1_ITGA4,Thbs1,"thrombospondin 1",Itga4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,STRING.binding,,THBS1,ITGA4,"14699013",novel,literature supported
THBS1_ITGA6,Thbs1,"thrombospondin 1",Itga6,"integrin, alpha 6",,,,,STRING.binding,,THBS1,ITGA6,"12909644",novel,literature supported
THBS1_ITGB1,Thbs1,"thrombospondin 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,STRING.binding,,THBS1,ITGB1,"15292271",novel,literature supported
THBS1_ITGB3,Thbs1,"thrombospondin 1",Itgb3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",,,,HPRD,,,THBS1,ITGB3,"",novel,literature supported
THBS1_LRP1,Thbs1,"thrombospondin 1",Lrp1,"low density lipoprotein receptor-related protein 1",,,,HPRD,STRING.binding,STRING.experiment,THBS1,LRP1,"",novel,literature supported
THBS1_LRP5,Thbs1,"thrombospondin 1",Lrp5,"low density lipoprotein receptor-related protein 5",,,,HPRD,,,THBS1,LRP5,"",novel,literature supported
THBS1_SDC1,Thbs1,"thrombospondin 1",Sdc1,"syndecan 1",,HPMR,,,,,THBS1,SDC1,"",known,literature supported
THBS1_TNFRSF11B,Thbs1,"thrombospondin 1",Tnfrsf11b,"tumor necrosis factor receptor superfamily, member 11b",,,,HPRD,,,THBS1,TNFRSF11B,"",novel,literature supported
THBS2_CD47,Thbs2,"thrombospondin 2",Cd47,"CD47 molecule",,HPMR,,,,,THBS2,CD47,"",known,literature supported
THBS2_ITGA4,Thbs2,"thrombospondin 2",Itga4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,STRING.binding,,THBS2,ITGA4,"14699013",novel,literature supported
THBS2_ITGA6,Thbs2,"thrombospondin 2",Itga6,"integrin, alpha 6",,,,,STRING.binding,,THBS2,ITGA6,"12909644",novel,literature supported
THBS2_ITGB1,Thbs2,"thrombospondin 2",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,STRING.binding,,THBS2,ITGB1,"15292271",novel,literature supported
THBS2_NOTCH3,Thbs2,"thrombospondin 2",Notch3,"notch 3",,,,,STRING.binding,,THBS2,NOTCH3,"19147503",novel,literature supported
THPO_MPL,Thpo,"thrombopoietin",Mpl,"myeloproliferative leukemia virus oncogene",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,THPO,MPL,"",known,literature supported
TIMP1_CD63,Timp1,"TIMP metallopeptidase inhibitor 1",Cd63,"CD63 molecule",,,,HPRD,STRING.binding,,,CD63,"",novel,literature supported
TIMP2_ITGA3,Timp2,"TIMP metallopeptidase inhibitor 2",Itga3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,HPRD,,,,ITGA3,"",novel,literature supported
TIMP2_ITGB1,Timp2,"TIMP metallopeptidase inhibitor 2",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,HPRD,,,,ITGB1,"",novel,literature supported
TIMP3_AGTR2,Timp3,"TIMP metallopeptidase inhibitor 3",Agtr2,"angiotensin II receptor, type 2",,,,,STRING.binding,,,AGTR2,"18344519",novel,literature supported
TIMP3_KDR,Timp3,"TIMP metallopeptidase inhibitor 3",Kdr,"kinase insert domain receptor (a type III receptor tyrosine kinase)",,,,HPRD,,,,KDR,"",novel,literature supported
TNC_CNTN1,Tnc,"tenascin C",Cntn1,"contactin 1",,,,HPRD,,,,CNTN1,"",novel,literature supported
TNC_EGFR,Tnc,"tenascin C",Egfr,"epidermal growth factor receptor",,,,HPRD,STRING.binding,,,EGFR,"",novel,literature supported
TNC_ITGA5,Tnc,"tenascin C",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,,,HPRD,,,,ITGA5,"",novel,literature supported
TNC_ITGA7,Tnc,"tenascin C",Itga7,"integrin, alpha 7",,,,,STRING.binding,,,ITGA7,"14715956",novel,literature supported
TNC_ITGB1,Tnc,"tenascin C",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,STRING.binding,,,ITGB1,"14715956",novel,literature supported
TNC_PTPRB,Tnc,"tenascin C",Ptprb,"protein tyrosine phosphatase, receptor type, B",,,,HPRD,,,,,"",novel,literature supported
TNFSF10_TNFRSF10A,Tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10",Tnfrsf10b,"tumor necrosis factor receptor superfamily, member 10a",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,TNFSF10,TNFRSF10A,"",known,literature supported
TNFSF10_TNFRSF11B,Tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10",Tnfrsf11b,"tumor necrosis factor receptor superfamily, member 11b",DLRP,,,HPRD,,,TNFSF10,TNFRSF11B,"",known,literature supported
TNFSF11_TNFRSF11A,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",Tnfrsf11a,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",DLRP,HPMR,IUPHAR,HPRD,,,TNFSF11,TNFRSF11A,"",known,literature supported
TNFSF11_TNFRSF11B,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",Tnfrsf11b,"tumor necrosis factor receptor superfamily, member 11b",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,TNFSF11,TNFRSF11B,"",known,literature supported
TNFSF12_TNFRSF12A,Tnfsf12,"tumor necrosis factor (ligand) superfamily, member 12",Tnfrsf12a,"tumor necrosis factor receptor superfamily, member 12A",,HPMR,IUPHAR,HPRD,,,TNFSF12,TNFRSF12A,"",known,literature supported
TNFSF12_TNFRSF25,Tnfsf12,"tumor necrosis factor (ligand) superfamily, member 12",Tnfrsf25,"tumor necrosis factor receptor superfamily, member 25",DLRP,,,HPRD,,,TNFSF12,TNFRSF25,"",known,literature supported
TNFSF13B_TNFRSF13B,Tnfsf13b,"tumor necrosis factor (ligand) superfamily, member 13b",Tnfrsf13b,"tumor necrosis factor receptor superfamily, member 13B",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,TNFSF13B,TNFRSF13B,"",known,literature supported
TNFSF13B_TNFRSF13C,Tnfsf13b,"tumor necrosis factor (ligand) superfamily, member 13b",Tnfrsf13c,"tumor necrosis factor receptor superfamily, member 13C",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,TNFSF13B,TNFRSF13C,"",known,literature supported
TNFSF13B_TNFRSF17,Tnfsf13b,"tumor necrosis factor (ligand) superfamily, member 13b",Tnfrsf17,"tumor necrosis factor receptor superfamily, member 17",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,TNFSF13B,TNFRSF17,"",known,literature supported
TNFSF13_FAS,Tnfsf13,"tumor necrosis factor (ligand) superfamily, member 13",Fas,"Fas cell surface death receptor",,,,HPRD,,,TNFSF13,FAS,"",novel,literature supported
TNFSF13_SDC2,Tnfsf13,"tumor necrosis factor (ligand) superfamily, member 13",Sdc2,"syndecan 2",,,,HPRD,,,TNFSF13,SDC2,"",novel,literature supported
TNFSF13_TNFRSF11B,Tnfsf13,"tumor necrosis factor (ligand) superfamily, member 13",Tnfrsf11b,"tumor necrosis factor receptor superfamily, member 11b",,,,HPRD,,,TNFSF13,TNFRSF11B,"",novel,literature supported
